SMILES,pIC50
N1C(N(C=C(C1=O)C(F)(F)F)CCCCN2CCN(C=3C=C(N=C(N3)C(C)(C)C)C(F)(F)F)CC2)=O,6.19
N1(C(C2=CN=NC=C2)=NN=C1SCCCN3CCC4(C(CC3)C4)C5=CC=C(C=C5)C(F)(F)F)C,6.4
C1(=CNC2=C1C=CC(F)=C2)C3=CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4,8.33
C1(=CNC2=C1C=CC(F)=C2)C3=CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4,8.33
C=1C(=CC(=C(C1)C=2C=CC(=CC2)C(=O)N3CCC4=C3C=C5C(=C4)OCC56CCN(CC6)C)C)C7=NOC(=N7)C,6
[C@@H]12CC[C@H](C[C@H](NC(C3=C(C=C(N)C(=C3)Cl)OC)=O)C1)N2CC4=CC=CO4,7.74
C=12[C@H]3[C@@H](N(CCCCNC(C=4C=CC(=CC4)C=5C=CC=CC5)=O)CCC3)CCC1C(O)=CC=C2,7.6
C=1(C(N2CCN(CC2)CC[C@@H]3CC[C@@H](NC(=O)C4CCCCCC4)CC3)=CC=CC1Cl)Cl,7.92
N1(C=C(C2CCN(CC2)CCN3C(NCC3)=O)C=4C1=CC=C(C)C4)C5=CC=C(C=C5)F,8.43
N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC=4C=C5OC=C(C(C5=CC4)=O)COC,7.32
C1[C@@]2([C@@H](C2)CN1CCCSC=3N(C(=NN3)C=4C=CC=C5C4C=CC(=N5)C)C)C6=CC=C(C=C6)C(F)(F)F,6.2
C1C2(C(C2)CN1CCCSC=3N(C(=NN3)C=4C=CC=C5C4C=CC(=N5)C)C)C6=CC=C(C=C6)C(F)(F)F,5.9
N1(C=C(C2=CC=C(C=C2)F)C=3C1=CC=C(C)C3)C4CCN(CC4)CCN5C(N(C(C)C)CC5)=O,5.96
C=1C=C2C(N(C3=C(S2)C=CC(=C3)C(F)(F)F)CC4=CC=C(C=C4)CN(C)CC5=CC=CC=C5)=CC1,5.29
N1(C=C(C=2C=CC(=CC2)F)C=3C1=C(C=CC3)C)C4CCN(CC4)CCN5C(NCC5)=O,6.43
S1(N(C2=CC=CC3=C2C1=CC=C3)CCCN4CC=C(C=5C=6C(=CC=C(C6)F)NC5)CC4)(=O)=O,7.89
C1N([C@H]2C=3C(=CC(C4=CC=C(C=C4)N(C)C)=CC3C5=C(C(=CC=C5C2)O)O)C1)C,6.62
N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC4=C(C=C(C(C(F)(F)F)=O)C=C4)OC,6.77
C=1C=CC(=C(C1)OC)N2CCN(CC2)CCCCNC(=O)C=3C=CC(=CC3)C4=NC=CC=C4,7.55
C1(=CC=C(C=C1)[C@@H]2CCN([C@@H](C2)C)CC=3N(C=4C(N3)=NC=CC4)C)C(F)(F)F,6.23
C1=CC=C2N=C(C=CC2=C1C=3N(C)C(=NN3)SCCN4CCC5=C(C6=C(C=C5CC4)N=C(O6)C)C)C,6
C=1C=C([C@@H](O)CNCCC2=CC=CC(=C2)CNCC3=CC=C(C=C3)OC)C=4SC(=NC4C1O)O,6.1
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC4=CC=C(S(=O)(=O)C)C=C4,6.45223
C1CN([C@H]2CC[C@@H](CC2)NS(C3=CC=CC=C3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.47
C1CN([C@H]2CC[C@H](CC2)NS(C3=CC=CC=C3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,6.72
C(COCCCNC[C@@H](C=1C=2SC(=NC2C(O)=CC1)O)O)OCCC=3C=CC=C4C3C=CC=C4,6
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(/C=C/C=C/C3=CC=CC=C3)=O,7.72
C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)N=C(O6)C(C)(C)C)=NN3)C)C=CC(C)=N2,6
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C(=O)N[C@@H](C4=CC=5C(C=C4)=CC=CC5)C)C=C2,7.1521
C1(C(NC(C2=CC=3C(C=C2)=CC=CC3)C)=O)=CC=4N(C(C=5C(=CC=CC5)S(C4C=C1)=O)=O)CC,6.54
C(NC(CCCCCN1CCN(C2=C(C=CC=C2)C(C)C)CC1)=O)C3=CC=C(C=C3)C#N,7.7
OC1(CCN(CC1)CCCC(=O)C=2C=3CCC4=CC=C(CCC(C2)=CC3)C=C4)C5=C6CCC7=CC=C(CCC(=C5)C=C6)C=C7,6.85387
C=1C(=C(C=CC1)N2CCN(C3CCC(CC3)NC(NC4=C(C=C(C=C4Cl)Cl)Cl)=O)CC2)OC(C)C,8.19
C=1(C=2C(=CC=C(C2)F)NC1)[C@H]3CC[C@@H](CC3)CCN4CCN(CC4)C5=NC=CC=C5,6.96
C(NC1CC2CC(N3CCN(CC3)C4=C(OC)C=CC=C4)CC2C1)(C5=CC6=CC=CC=C6C=C5)=O,6.75
O1C(CN2[C@H]3CC[C@@H]2CC(NC(=O)C=4C(OC)=CC=C(OC)C4)C3)=CC=C1,5.95861
[C@@H]12CC[C@@H](C[C@H](NC(C=3C(=CC=C(C3)OC)OC)=O)C1)N2CC4=CC=CO4,5.96
C=1C=C2C(CCCC2=CC1)NC(=O)CCCCCN3CCN(CC3)C4=C(C=CC=C4)CCC,6.91
C1=NN(CC=2C=CC=C(C2)NC(C=3C=CC(=CC3)C4=CC=CC=C4)=O)C(C(=C1N5CCNCC5)Cl)=O,5.28
C1CN([C@H]2CC[C@@H](CC2)NS(C3=CC(=CC=C3)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.19
C1CN([C@H]2CC[C@H](CC2)NS(C3=CC(=CC=C3)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.13
C=1(C(=C(C=CC1)N2CCN(CC2)CCCCNC(C=3NC=4C(C3)=CC(=CC4)F)=O)Cl)Cl,7.08
C(N1[C@H]2CC[C@H](CC=3C(=CC=CC3)C2)C1)CN4CCN(C5=CC=CC(=C5)Cl)C4=O,7.6
ClC1=C(N2CCN(O)(CC2)=C/C=C/CNC(=O)C=3C=CC(=CC3)C4=NC=CC=C4)C=CC=C1Cl,5.93554
C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCCN3C(C4=NC=CC=N4)CNCC3)C2)C5=CC=CC=C5,5.89
C=1C2=C(C=CC1OCCCCN3CCC(CC3)C=4C=5C(ON4)=CC(=CC5)F)C(=CC(O2)=O)C=6SC=CC6,5.63
O(C=1C=C2C(N3CCN(CC3)CCCCNC(=O)C=4OC5=C(C4)C=CC=C5OC)=NC=CC2=CC1)C,6.28483
C=1C=CC2=C(C1C=3N(C(SCCC(N4CCC=5C(=C(C6=C(C5)N=C(O6)C(F)(F)F)C)CC4)C)=NN3)C)C=CC(C)=N2,6
C1=C2C(=CC3=C1CC(CC3)N(CCC)CCN4CCN(CC4)C5=CC=CC=C5OC)N=C(N2)O,6.38
C=1C=C(C=C(C1)CN2CCN(CC[C@@H]3CC[C@@H](NC(OCC)=O)CC3)CC2)C(F)(F)F,7.6
N1(C2=C(C=CC(=C2)F)C(=C1)N3CCN(CC3)CCCCN4C(C(C)(C)SC4C)=O)C=5C=CC=CC5,5.96
ClC=1C=C2C(N3CCN(CC3)C)=NC4=C(N(NC(=O)C5=CC(OC)=C(OC)C(OC)=C5)C2=CC1)C=CC(Cl)=C4,6.57349
C1(=CC=CC=2N=C(OC21)O)CN3CCN(CC3)CC4CCC=5NC6=C(C5C4)C=C(C=C6)F,6.92
FCCOC=1C(N2CCN(CC2)C/C=C/CNC(=O)C=3C4=C(NC3)C=CC(OC)=C4)=CC=CC1,8.12494
C1N(CCN(C1)CCCCOC=2C=CC3=C(C2)NC(CC3)=O)C4=CC=CC=C4OC(C)C,8.7
ClC1=CC=2N=C(N3CCN(CC3)C)C=4C(N(NC(=O)C5=C(C=CC=C5C)C)C2C=C1)=CC=CC4,6.54212
C1(N(CCN1CCN2CCN(C3C4=C(C=C(C=C4)Cl)C(C3)C=5C=CC(=CC5)F)CC2)C6=CC=CC=C6)=O,6.52
C1(N(C(=O)C=2C1=C(F)C=CC2)CCCCCN3CC=C(C=4C=5C(=CC=C(C5)F)NC4)CC3)=O,7.92
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C(=O)NC(=O)C(F)=C3)=C1)C(C)(C)C,6.2204
C=12C(C3=CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4)=CC=C(C1C=CO2)F,7.28
N1(C=C(C2CCN(CC2)CCN3C(NCC3)=O)C=4C1=CC=C(C5=CN=CN=C5)C4)C=6C=CC(=CC6)F,7.04
C1=CC(=C(C=C1)OC)N2CCN(CCC2)CCCCNC(C3=C(C(=CC=C3)OC)OC)=O,6.82
C12=C(C(=O)N(C(N1C)=O)C)N3C=CC(=NC3=N2)NCCCN4CCN(CC4)C5=CC=CC=C5,6.37
N1(C(C2(CCN(CC2)CCCC(C3=CC=C(C=C3)F)=O)N(C1)C=4C=CC=CC4)=O)CC5=CC=CC=C5,10.64
S(C1=CC(C(NC[C@@H]2N(CCC2)CCCC)=O)=C3C(=C1)C[C@@H](C)O3)(=O)(=O)N,7.64
S(C1=CC(C(NC[C@H]2N(CCC2)CCCC)=O)=C3C(=C1)C[C@@H](C)O3)(=O)(=O)N,6.68
S(C1=CC(C(NC[C@H]2N(CCC2)CCCC)=O)=C3C(=C1)C[C@H](C)O3)(=O)(=O)N,7.02
S(C1=CC(C(NC[C@@H]2N(CCC2)CCCC)=O)=C3C(=C1)C[C@H](C)O3)(=O)(=O)N,8.03
C=1C=C([C@@H](O)CNCCC2=CC=CC(=C2)CNCCCC=3C=CC=CN3)C=4SC(NC4C1O)=O,5.6
S1(=O)C2=C(N(C(=O)C3=C1C=CC=C3)C)C=C(C=C2)C(=O)NCC4=CC=C(F)C=C4,6.45223
FC=1C=CC=2NC=3CCC(CN4C[C@H]5C[C@@H]4CN5C=6C=CC=C7N=C(O)OC67)CC3C2C1,7.92
C1(C(NC2CC3CCCC(N3CC4=CC=CC=C4)C2)=O)=C(C=5C=CC=CC5C(=C1)Br)OC,9.7
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC=4C(OC)=CC=CC4,5.35067
C=1C=CC=2NC([C@@]3(C2C1CCC3)CCCCN4CC=C(CC4)C5=CC=CC=C5)=O,6.98
C(N([C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C=3C(=C(Cl)C=CC3)Cl)C)(C=4SC=CC4)=O,7.78
C1=CC(=CC=C1N2C=CN=C2)C(=O)NCCCCN3CCN(CC3)C4=CC(=CC(=C4)OC)F,6.88
S(C=1C(N2CCN(CC2)CCCCCC(=O)NCC3=CC=C(OS(=O)(=O)C)C=C3)=CC=CC1)C,7.52288
N(C(C1=CC2=C(S1)C=CC=C2)=O)CCC(CN3CCN(CC3)C4=C(C=CC=C4)OC)F,6.62
ClC1=CC=2/C(=C/CCN(CC3=CC=C(OCCCN4CCCCC4)C=C3)C)/C=5C(SC2C=C1)=CC=CC5,7.284
C=1C=CC=C(C1)C(C2=CC=CC=C2)N3CCN(CC3)CCCCNC(/C=C/C4=CC=CC=C4)=O,6.19
O=S(=O)(N1CCN(CCCCOC2=CC3=C(C=C2)C(=CC(O3)=O)C)CC1)C4=CC=C(C=C4)C,5.8
C=1(C2=C(C=C(C=C2)F)NC1)N3CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4,8.15
C1CN([C@@H]2CC[C@H](CC2)NS(C3=C(C=C(C=C3)Cl)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.38
C1CN([C@@H]2CC[C@@H](CC2)NS(C3=C(C=C(C=C3)Cl)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,6.89
ClC1=CC(F)=C(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C=C1,7.37675
C12(N(CN(C1=O)CCCCC)C3=CC=CC=C3)CCN(CC2)CCCC(C=4C=CC(=CC4)F)=O,10.21
C=1C=C([C@H](CNCC=S(=CCCNCCC2=CC(=CC=C2)Cl)(O)O)O)C=3SC(=NC3C1O)O,6.1
S1(N(C2=CC=CC3=C2C1=CC=C3)CCN4CCC(CC=5C6=C(C=C(C=C6)F)NC5)CC4)(=O)=O,7.51
[C@@H]12N([C@@H](CC1)C[C@](O)(C3=CC=C(C=C3)Cl)C2)CC=4NN=C5C4C=CC=C5,6.65
ClC1=CC=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4NN=C5C4C=CC=C5)C=C1,6.64782
C1C2=C(C3(CCN(C3)CCCSC4=NN=C(C5=C(N=C(S5)C)C)N4C)C1)C=C(C=C2)Cl,6.5
C=1C(=C(C=CC1)N2CCN(CC2)C3CCC(CC3)NC(NC=4C=CC(=CC4OC)OC)=O)OC(C)C,6.54
O(C=1C(N2CCN(CC2)CCCN3C=4N(C5=C(N4)N(C(=O)N(C5=O)C)C)C=C3C6=CC=CC=C6)=CC=CC1)C,6.84466
C=1C=CC(=C(C1Cl)Cl)N2CCN(CC2)C/C=C/CNC(=O)C=3C=CC(=CC3)C=4N=C(C=CC4)C,6.98
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(/C=C/C3=CC(Cl)=C(C=C3)Cl)=O,7.64
C1=CC=C(C(=C1)[C@@H]2[C@H](C2)N(CCC)CC[C@]3(C[C@@H](C3)NC(C4=CC=5C(C=C4)=CC=CC5)=O)O)Cl,6.03
ClC=1C([C@@H]2[C@@H](N(CCC3(O)CC(NC(=O)C4=CC=5C(C=C4)=CC=CC5)C3)CCC)C2)=CC=CC1,6.0348
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(/C=C/C3=CC=C(OCC4=CC=CC=C4)C=C3)=O,7.49
N(CC1=CC=C2C(=C1)CC3=C2C=CC=C3)(CCCCN4CCN(CC4)C=5C=CC=CC5OC)CCC,6.71
C=1(Cl)C(=CC=2[C@@H]3[C@@H](N(CCC2C1)C)CCC=4C3=CC=CC4/C=N/OCC)O,6.66
C=1C=C2C(=C3C1CCN(CC3)CCCSC4=NN=C(N4C)C=5C=CC=C6C5C=CC(=N6)C)N=C(O2)C,6.2
C=1C=C([C@@H](O)CNCCC2=CC=CC(=C2)CNCC=3C=CC=CN3)C=4SC(NC4C1O)=O,5.3
ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(N(NC(=O)C5CCCCC5)C2C=C1)C=CC=C4,5.75056
C1(=C(C(Br)=CC(=C1OC)OC)OC)C(NC[C@@H]2N(CC=3C=CC(=CC3)F)CCC2)=O,5.66
[C@@H]12N([C@@H](CC1)C[C@](O)(C3=CC=C(C=C3)SC)C2)CC4=CNC=5C=CC(OC)=CC45,6.26
S(C1=CC=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(NC4)=CC=C(OC)C5)C=C1)C,6.25649
N1(C=C(C2CCN(CC2)CCN3C(OCC3)=O)C4=C1C=CC(C=5N=CN(N5)C)=C4)C6=CC=C(C=C6)F,5.64
ClC1=CC=C(S(=O)(=O)NC2CCC(CC2)CCN3CCC(CC3)CC4=CC(=CC=C4)C(F)(F)F)C=C1,7.38722
C1C[C@H](CCN2CCC(CC2)CC3=CC=CC(=C3)C(F)(F)F)CC[C@H]1NS(C4=CC=C(C=C4)Cl)(=O)=O,7.39
N1(CCN(CC1)C=2C=CC=CC2)CCCCN3[C@H]4CC5=C(C=CC(O)=C5)C[C@@H]4CCC3,6.54
C1C[C@H](CC[C@H]1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)NC(=O)N(C)C,6.99
C=1(Cl)C=CC=C(C1Cl)N2CCN(CC[C@@H]3CC[C@@H](NC(=O)N(C)C)CC3)CC2,7.8
CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,9.39
CC=1C(C)=C2OC(C)(CN3CCN(CC3)C=4C=C(N=C(N4)N5CCCC5)N6CCCC6)CCC2=C(C)C1O,5.25
C1=C(Cl)C(Cl)=C(N2CCN(CC2)C[C@H]3[C@@H](CNC(=O)C=4C=CC(=CC4)C5=NC=CC=C5)C3)C=C1,5.98
ClC1=C(N2CCN(C[C@@H]3[C@H](C3)CNC(=O)C=4C=CC(=CC4)C5=NC=CC=C5)CC2)C=CC=C1Cl,7.27003
N(CC1=CC=C2C(=C1)CC3=C2C=CC=C3)(CCC(CN4CCN(CC4)C=5C=CC=C(C5Cl)Cl)F)C,5.69
ClC1=C(N2CCN(CC2)CCCCNC(=O)C=3C=C4C(C5=C(C4=O)C=CC=C5)=CC3)C=CC=C1Cl,7.05061
C1(=NC2=CC=CC=C2N3C1=CC=C3)C(=O)NCCCCN4CCN(CC4)C=5C(OC)=CC=CC5,7.23
C1N2C(CC(N(CCC)CCCCNC(=O)C=3C=CC(=CC3)C4=CC=CC=C4)C1)=C(C=N2)C=O,5.33
C=1C=2CCC=3C(=CC(=CC3)CCC(C1)=CC2)C(CCCN4CCN(C5=CC=C(C=C5)Cl)CC4)=O,6.36
S(=O)(=O)(NC1CCC(CC1)CCN2CCN(CC2)C=3C=C(C=C(C3)C#N)C(F)(F)F)C=4C=CC(NC(=O)C)=CC4,7.40894
C1[C@@H](CC[C@H](C1)CCN2CCN(CC2)C=3C=C(C=C(C(F)(F)F)C3)C#N)NS(C=4C=CC(=CC4)NC(=O)C)(=O)=O,7.41
O=C(NCCCCN1CCN(CC1)C2=C3CCC4=CC=C(CCC(=C2)C=C3)C=C4)C=5C=6CCC7=CC=C(CCC(C5)=CC6)C=C7,7.49485
N1(CCOC2=C(C=CC=C2)C3=CC=CC=C3)CC(CC1)NC(C=4N=C5C=CC=CC5=CC4)=O,7.62
C=12C(=C(C(=C(N1)OC)Cl)C)C(=C(S2)C(=O)NCCN3CCN(CC3)C=4C=CC=CC4OC)N,7.32
N1(CCN(CC1)CC[C@H]2CC[C@@H](CC2)NC(=O)OC(C)(C)C)C3=CC=CC(=C3Cl)Cl,7.4
N1(CCN(CC1)CC[C@@H]2CC[C@@H](CC2)NC(OC(C)(C)C)=O)C3=C(C(=CC=C3)Cl)Cl,7.48
C1(=CC=CC=2N=C(OC21)O)OC3CCN(CC3)CC4CCC=5NC6=C(C5C4)C=C(C=C6)F,6.85
C1CN([C@@H]2CC[C@@H](CC2)NS(C3=CN=C(C(=C3)Br)Cl)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.21
C1CN([C@@H]2CC[C@H](CC2)NS(C3=CN=C(C(=C3)Br)Cl)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,7.1
N12[C@@H]3[C@@H](CN(CC3)CCCC(C4=C(N)C=CC=C4)=O)C=5C1=C(C=CC5)OCC2,7.64
N12[C@H]3[C@H](CN(CC3)CCCC(C4=C(N)C=CC=C4)=O)C=5C1=C(C=CC5)OCC2,7.22
N1(C=2C(OC(C)C)=CC=CC2)CCN(CC1)CC=3C=C(CNC(=O)C4=CC=CC=C4)C=CC3,7.7
C1(C(N[C@@H]2CN(CC3=CC=CC=C3)CCC2)=O)=C(C=C(C(=C1)Cl)NC)OC,6.89
C1(=C(C2=CC=CC=C2C(=C1)Br)OC)C(=O)NCCCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl,5.42
C1(=C(C2=CC=CC=C2C(=C1)Br)OC)C(=O)NCCCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl,6.97
C1(=C2C(N(C)CCO2)=CC(=C1)SC)C(NC[C@H]3N(CC=4C=CC=CC4)CCC3)=O,6.57
C1(=C2C(N(C)CCO2)=CC(=C1)SC)C(NC[C@@H]3N(CC=4C=CC=CC4)CCC3)=O,8.38
N(C(C1=CC2=C(S1)C=CC=C2)=O)CCC(CN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)F,6.33
C1=CC2=C(N=C(N3CCN(CC3)CC4=CC=CC5=C4OC(O5)(F)F)C=6C(N2)=CC=CC6)C=C1Cl,8.1
C1N(CCN(C1)C2=C(C=CC=C2)OCCF)C/C=C/CNC(C3=CC=4C(N3)=CC=C(C4)OC)=O,7.18
C(OC1CCN(CC1)CCCC(C2=CC=C(C(C)(C)C)C=C2)=O)(C3=CC=CC=C3)C4=CC=CC=C4,7.21
C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(=C(C6=C(C5)N=C(O6)C(C)(C)C)C)CC4)=NN3)C)C=CC(C)=N2,6
C=12C3=C(C(=CC=C3C[C@@H]4C1C(=CC(=C2)SC[C@@H](C(=O)OC)N)CCN4C)O)O,8
N1(C=2C(=CC=C(C2)Cl)C(=C1)C3CCN(CC3)CCNC(N(C)C)=O)C4=CC=C(C=C4)F,7.57
C1C2=C(C=C(O)C(O)=C2)C(CN(C1)CCCC=3N=NN(C3)CCCN4CCN(CC4)C5=CC=CC=C5OC)C6=CC=CC=C6C,7.41
S1C(C=2C=CC(C(=O)N[C@H]3CCN(C3)CC4=CC=C(F)C=C4)=CC2)=CC=C1,5.82391
C1=CC(=C(C=C1)OC)N2CCN(CCC2)CCCCNC(C=3SC(=CC3)C4=CC=C(C=C4)F)=O,6.55
O=C1N2C(=NC(=C1CCN3C[C@@H]4[C@@H](N5C6=C4C=CC=C6N(CC5)C)CC3)C)C=C(C=C2)C,5.52288
C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@H](CC3)NS(C4=C(C=CC(=C4)Br)OC)(=O)=O,7.44
C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@@H](CC3)NS(C4=C(C=CC(=C4)Br)OC)(=O)=O,7.43
BrC1=CC(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)=C(OC)C=C1,7.4437
C=12C=3C(=CC=CC3NC1)[C@@H]4[C@@H](C2)N(C[C@H](CNC(=O)C=5C=CC=CC5)C4)C,7.12
ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(N(NCC=5C(OC)=CC=CC5)C2C=C1)C=CC=C4,6.69465
C=1C(=C(/C=C/C(NCCCCN2CCN(CC2)C3=C(C=CC=C3)OC)=O)C=CC1)OC,7.85
C=1C=CC=2N(C(CCC2C1)=O)CCCCN3CCN(CC3)C=4C=C(N=C(N4)C(C)(C)C)C(F)(F)F,6.9
C(C=1SC=CC1)(N[C@@H]2CC[C@@H](CCN3CCN(CC3)C=4C(OC)=CC=CC4)CC2)=O,8.85
O(CCCN1CCN(CC1)C2=CC=CC=C2)C=3C=CC(C=4NC5=C(N4)C=CC=C5)=CC3,6.39147
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C=4C(C=CC3=O)=CC=CC4)=C1)C(C)(C)C,6.82102
C12(C(=O)OCCCN3CCN(C4=C(OC)C=CC=C4)CC3)C[C@H]5C[C@@H](C1)C[C@@H](C2)C5,7.46
FC=1C=CC(C(=O)CCCN2CCC3(N(CN(C3=O)CC4=CC=C(N(=O)=O)C=C4)C5=CC=CC=C5)CC2)=CC1,9.92445
N1(C=C(C2CCN(CC2)CCCCN3C(NCC3)=O)C=4C1=CC=C(Cl)C4)C5=CC=C(C=C5)F,7.11
C=12C(C3=CC=CC=C3C1C=CC=C2)C(=O)NCCCN4CCN(CC4)C=5C(=C(Cl)C=CC5)Cl,6.38
C=12C(C3=CC=CC=C3C1C=CC=C2)C(=O)NCCCN4CCN(CC4)C=5C(=C(Cl)C=CC5)Cl,6.6
C(C1=CC=CC=C1)NC(CCCCCN2CCN(C3=C(C=CC=C3)C4=CC=CC=C4)CC2)=O,6.3
C12=C3C(C[C@@H]4[C@@H](C3=CC=C1C(C)(C)C)C[C@H](CN4C)CNC(NC(=O)C)=S)=CN2,5.85
C1=CC=2C(=NSC2C=C1)N3CCN(CCC4=CC5=C(C=C4)C(CC5)NC(CCC)=O)CC3,6.42
C=1(C=2CCC(CC2C=CC1)N(CCN3CCN(CC3)C=4C=CC(=CC4)C=5C=CC=CC5)CCC)O,7.28
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C=4C(C(=O)CCC3=O)=CC(OC)=C(OC)C4)=C1)C(C)(C)C,6.33068
C=1C=C2C(=CC1)N=C(C=3C(N2NC(C=4C(=CC=C(C4)F)C(F)(F)F)=O)=CC=C(C3)Cl)N5CCN(CC5)C,6.38
C1(C(N[C@@H]2[C@@H](N(CC=3C=CC=CC3)CC2)C)=O)=C(C=C(C(=C1)Cl)NC)OC,9.92
C=1(C=C(C(=CC1Cl)C(=O)N[C@H]2[C@H](N(CC2)CC3=CC=CC=C3)C)OC)NC,10.85
C1(=C2N(C=CC=C2)N=C1)C(=O)NCCCCCN3CCN(CC3)C4=C(OC)C=CC=C4,7.6
S(=O)(=O)(NCCCCN1CCC(CC1)C2=NOC=3C2=CC=C(F)C3)C4=CC=C(OC(F)(F)F)C=C4,7.19382
N1(C=2C(=CC=C(C2)F)C(=C1)C3CCN(CC3)CCN4C(NCC4)=O)C=5C=CC(=CC5)F,8.44
C=1(N(C2=CC=C(C=C2N1)F)C3CCN(CC3)CCN4C(C5=C(C=CC=C5)CCC4)=O)O,6.63
C=12N(C3=CC=CC=C3C1CCN(C2)CCC=4N=CC=CC4)CCCN5CCN(CC5)C=6C=C(Cl)C=CC6,6.67
S1N=C(N2CCN(CC2)CCC3=CC=4C(NC(=O)C=5ON=CC5)CCC4C=C3)C6=C1C=CC=C6,8.52288
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCC4=C5N(C(CC6=CC(OC)=CC=C6)=O)CCC(C5=CC=C4)C,8.4
N1(CCN(C2=CC=CC(=C2Cl)Cl)CC1)CCCCNC(=O)CCCC=3N=NN(C3)C=4C=CC(=CC4)N(=O)=O,7.36
ClC1=C(N2CCN(CC2)C/C=C/CNC(=O)C3=C4C(CC=5C4=CC=CC5)=CC=C3)C=CC=C1Cl,7.20135
C1=2C(CC3=C1C=CC=C3)=CC=CC2C(=O)NC/C=C/CN4CCN(CC4)C=5C(=C(Cl)C=CC5)Cl,6.97
C1=2C(CC3=C1C=CC=C3)=CC=CC2C(=O)NC/C=C\CN4CCN(CC4)C=5C(=C(Cl)C=CC5)Cl,7.97
C=1(C=CC2=C(C1)C=CC=C2)C(NCCCCN3CCN(C(C=4C=CC=CC4)C5=CC=CC=C5)CCC3)=O,6.87
N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC4=C(C=C(C(N(C)C)=O)C=C4)OC,6.9
S(CCCN1CCN(CC1)C=2N=C(N=C(C2)C(F)(F)F)C(C)(C)C)C=3N=C(O)C=CN3,6.45469
C=1C=C(C=C(C1)OC2CCN(CC[C@@H]3CC[C@@H](NC(=O)C)CC3)CC2)C(F)(F)F,7.07
N=1C(N(C=CC1N2CCC2)CCCCN3CCN(C=4C=C(N=C(N4)C(C)(C)C)C(F)(F)F)CC3)=O,7.09
C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC=6OCC(NC6C5)=O)=NN3)C)C=CC(=N2)C,5.6
C(C1=CN(N=N1)CCCN2CCN(CC2)C3=CC=CC=C3OC)CCCN4CCC5=C(C(C4)C6=CC=CC(=C6)C)C=C(C(=C5)O)O,7.1
N1=C2SC=CN2C(C(CCN3CCC(CC3)=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)=C1C)=O,8.52
C1=CC=C2C(=C1C=3N(C(SCCC(N4CCC=5C(CC4)=C(C6=C(C5)N=C(O6)CC)Br)C)=NN3)C)C=CC(C)=N2,6
